parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
t11_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t11_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t11_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t11_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t11_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t11_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t11_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t11_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t12_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t13_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t14_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t15_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t16_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t17_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t18_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t19_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t20_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t21_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t22_29,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_00,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_01,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_02,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_03,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_04,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_05,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_06,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_07,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_08,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_09,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_10,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_11,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_12,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_13,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_14,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_15,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_16,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_17,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_18,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_19,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_20,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_21,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_22,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_23,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_24,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_25,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_26,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_27,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
t23_28,log,factor,5000.0,4000.0,6000.0,trans,0.01,0.0,1
