obsnme,obsval,weight,obgnme
h07_04_02,0.0,1.0,head
h07_04_03,0.0,1.0,head
h07_04_04,0.0,1.0,head
h07_04_05,0.0,1.0,head
h07_04_06,0.0,1.0,head
h07_04_07,0.0,1.0,head
h07_04_08,0.0,1.0,head
h07_04_09,0.0,1.0,head
h07_04_10,0.0,1.0,head
h07_04_11,0.0,1.0,head
h07_04_12,0.0,1.0,head
h07_04_13,0.0,1.0,head
h07_04_14,0.0,1.0,head
h07_04_15,0.0,1.0,head
h07_04_16,0.0,1.0,head
h07_04_17,0.0,1.0,head
h07_04_18,0.0,1.0,head
h07_04_19,0.0,1.0,head
h07_04_20,0.0,1.0,head
h07_04_21,0.0,1.0,head
h07_04_22,0.0,1.0,head
h07_04_23,0.0,1.0,head
h07_05_00,0.0,1.0,head
h07_05_01,0.0,1.0,head
h07_05_02,0.0,1.0,head
h07_05_03,0.0,1.0,head
h07_05_04,0.0,1.0,head
h07_05_05,0.0,1.0,head
h07_05_06,0.0,1.0,head
h07_05_07,0.0,1.0,head
h07_05_08,0.0,1.0,head
h07_05_09,0.0,1.0,head
h07_05_10,0.0,1.0,head
h07_05_11,0.0,1.0,head
h07_05_12,0.0,1.0,head
h07_05_13,0.0,1.0,head
h07_05_14,0.0,1.0,head
h07_05_15,0.0,1.0,head
h07_05_16,0.0,1.0,head
h07_05_17,0.0,1.0,head
h07_05_18,0.0,1.0,head
h07_05_19,0.0,1.0,head
h07_05_20,0.0,1.0,head
h07_05_21,0.0,1.0,head
h07_05_22,0.0,1.0,head
h07_05_23,0.0,1.0,head
h07_06_00,0.0,1.0,head
h07_06_01,0.0,1.0,head
h07_06_02,0.0,1.0,head
h07_06_03,0.0,1.0,head
h07_06_04,0.0,1.0,head
h07_06_05,0.0,1.0,head
h07_06_06,0.0,1.0,head
h07_06_07,0.0,1.0,head
h07_06_08,0.0,1.0,head
h07_06_09,0.0,1.0,head
h07_06_10,0.0,1.0,head
h07_06_11,0.0,1.0,head
h07_06_12,0.0,1.0,head
h07_06_13,0.0,1.0,head
h07_06_14,0.0,1.0,head
h07_06_15,0.0,1.0,head
h07_06_16,0.0,1.0,head
h07_06_17,0.0,1.0,head
h07_06_18,0.0,1.0,head
h07_06_19,0.0,1.0,head
h07_06_20,0.0,1.0,head
h07_06_21,0.0,1.0,head
h07_06_22,0.0,1.0,head
h07_06_23,0.0,1.0,head
h07_07_00,0.0,1.0,head
h07_07_01,0.0,1.0,head
h07_07_02,0.0,1.0,head
h07_07_03,0.0,1.0,head
h07_07_04,0.0,1.0,head
h07_07_05,0.0,1.0,head
h07_07_06,0.0,1.0,head
h07_07_07,0.0,1.0,head
h07_07_08,0.0,1.0,head
h07_07_09,0.0,1.0,head
h07_07_10,0.0,1.0,head
h07_07_11,0.0,1.0,head
h07_07_12,0.0,1.0,head
h07_07_13,0.0,1.0,head
h07_07_14,0.0,1.0,head
h07_07_15,0.0,1.0,head
h07_07_16,0.0,1.0,head
h07_07_17,0.0,1.0,head
h07_07_18,0.0,1.0,head
h07_07_19,0.0,1.0,head
h07_07_20,0.0,1.0,head
h07_07_21,0.0,1.0,head
h07_07_22,0.0,1.0,head
h07_07_23,0.0,1.0,head
h07_08_00,0.0,1.0,head
h07_08_01,0.0,1.0,head
h07_08_02,0.0,1.0,head
h07_08_03,0.0,1.0,head
h07_08_04,0.0,1.0,head
h07_08_05,0.0,1.0,head
h07_08_06,0.0,1.0,head
h07_08_07,0.0,1.0,head
h07_08_08,0.0,1.0,head
h07_08_09,0.0,1.0,head
h07_08_10,0.0,1.0,head
h07_08_11,0.0,1.0,head
h07_08_12,0.0,1.0,head
h07_08_13,0.0,1.0,head
h07_08_14,0.0,1.0,head
h07_08_15,0.0,1.0,head
h07_08_16,0.0,1.0,head
h07_08_17,0.0,1.0,head
h07_08_18,0.0,1.0,head
h07_08_19,0.0,1.0,head
h07_08_20,0.0,1.0,head
h07_08_21,0.0,1.0,head
h07_08_22,0.0,1.0,head
h07_08_23,0.0,1.0,head
h07_09_00,0.0,1.0,head
h07_09_01,0.0,1.0,head
h07_09_02,0.0,1.0,head
h07_09_03,0.0,1.0,head
h07_09_04,0.0,1.0,head
h07_09_05,0.0,1.0,head
h07_09_06,0.0,1.0,head
h07_09_07,0.0,1.0,head
h07_09_08,0.0,1.0,head
h07_09_09,0.0,1.0,head
h07_09_10,0.0,1.0,head
h07_09_11,0.0,1.0,head
h07_09_12,0.0,1.0,head
h07_09_13,0.0,1.0,head
h07_09_14,0.0,1.0,head
h07_09_15,0.0,1.0,head
h07_09_16,0.0,1.0,head
h07_09_17,0.0,1.0,head
h07_09_18,0.0,1.0,head
h07_09_19,0.0,1.0,head
h07_09_20,0.0,1.0,head
h07_09_21,0.0,1.0,head
h07_09_22,0.0,1.0,head
h07_09_23,0.0,1.0,head
h07_10_00,0.0,1.0,head
h07_10_01,0.0,1.0,head
h07_10_02,0.0,1.0,head
h07_10_03,0.0,1.0,head
h07_10_04,0.0,1.0,head
h07_10_05,0.0,1.0,head
h07_10_06,0.0,1.0,head
h07_10_07,0.0,1.0,head
h07_10_08,0.0,1.0,head
h07_10_09,0.0,1.0,head
h07_10_10,0.0,1.0,head
h07_10_11,0.0,1.0,head
h07_10_12,0.0,1.0,head
h07_10_13,0.0,1.0,head
h07_10_14,0.0,1.0,head
h07_10_15,0.0,1.0,head
h07_10_16,0.0,1.0,head
h07_10_17,0.0,1.0,head
h07_10_18,0.0,1.0,head
h07_10_19,0.0,1.0,head
h07_10_20,0.0,1.0,head
h07_10_21,0.0,1.0,head
h07_10_22,0.0,1.0,head
h07_10_23,0.0,1.0,head
h07_11_00,0.0,1.0,head
h07_11_01,0.0,1.0,head
h07_11_02,0.0,1.0,head
h07_11_03,0.0,1.0,head
h07_11_04,0.0,1.0,head
h07_11_05,0.0,1.0,head
h07_11_06,0.0,1.0,head
h07_11_07,0.0,1.0,head
h07_11_08,0.0,1.0,head
h07_11_09,0.0,1.0,head
h07_11_10,0.0,1.0,head
h07_11_11,0.0,1.0,head
h07_11_12,0.0,1.0,head
h07_11_13,0.0,1.0,head
h07_11_14,0.0,1.0,head
h07_11_15,0.0,1.0,head
h07_11_16,0.0,1.0,head
h07_11_17,0.0,1.0,head
h07_11_18,0.0,1.0,head
h07_11_19,0.0,1.0,head
h07_11_20,0.0,1.0,head
h07_11_21,0.0,1.0,head
h07_11_22,0.0,1.0,head
h07_11_23,0.0,1.0,head
h07_12_00,0.0,1.0,head
h07_12_01,0.0,1.0,head
h07_12_02,0.0,1.0,head
h07_12_03,0.0,1.0,head
h07_12_04,0.0,1.0,head
h07_12_05,0.0,1.0,head
h07_12_06,0.0,1.0,head
h07_12_07,0.0,1.0,head
h07_12_08,0.0,1.0,head
h07_12_09,0.0,1.0,head
h07_12_10,0.0,1.0,head
h07_12_11,0.0,1.0,head
h07_12_12,0.0,1.0,head
h07_12_13,0.0,1.0,head
h07_12_14,0.0,1.0,head
h07_12_15,0.0,1.0,head
h07_12_16,0.0,1.0,head
h07_12_17,0.0,1.0,head
h07_12_18,0.0,1.0,head
h07_12_19,0.0,1.0,head
h07_12_20,0.0,1.0,head
h07_12_21,0.0,1.0,head
h07_12_22,0.0,1.0,head
h07_12_23,0.0,1.0,head
h07_13_00,0.0,1.0,head
h07_13_01,0.0,1.0,head
h07_13_02,0.0,1.0,head
h07_13_03,0.0,1.0,head
h07_13_04,0.0,1.0,head
h07_13_05,0.0,1.0,head
h07_13_06,0.0,1.0,head
h07_13_07,0.0,1.0,head
h07_13_08,0.0,1.0,head
h07_13_09,0.0,1.0,head
h07_13_10,0.0,1.0,head
h07_13_11,0.0,1.0,head
h07_13_12,0.0,1.0,head
h07_13_13,0.0,1.0,head
h07_13_14,0.0,1.0,head
h07_13_15,0.0,1.0,head
h07_13_16,0.0,1.0,head
h07_13_17,0.0,1.0,head
h07_13_18,0.0,1.0,head
h07_13_19,0.0,1.0,head
h07_13_20,0.0,1.0,head
h07_13_21,0.0,1.0,head
h07_13_22,0.0,1.0,head
h07_13_23,0.0,1.0,head
h07_14_00,0.0,1.0,head
h07_14_01,0.0,1.0,head
h07_14_02,0.0,1.0,head
h07_14_03,0.0,1.0,head
h07_14_04,0.0,1.0,head
h07_14_05,0.0,1.0,head
h07_14_06,0.0,1.0,head
h07_14_07,0.0,1.0,head
h07_14_08,0.0,1.0,head
h07_14_09,0.0,1.0,head
h07_14_10,0.0,1.0,head
h07_14_11,0.0,1.0,head
h07_14_12,0.0,1.0,head
h07_14_13,0.0,1.0,head
h07_14_14,0.0,1.0,head
h07_14_15,0.0,1.0,head
h07_14_16,0.0,1.0,head
h07_14_17,0.0,1.0,head
h07_14_18,0.0,1.0,head
h07_14_19,0.0,1.0,head
h07_14_20,0.0,1.0,head
h07_14_21,0.0,1.0,head
h07_14_22,0.0,1.0,head
h07_14_23,0.0,1.0,head
h07_15_00,0.0,1.0,head
h07_15_01,0.0,1.0,head
h07_15_02,0.0,1.0,head
h07_15_03,0.0,1.0,head
h07_15_04,0.0,1.0,head
h07_15_05,0.0,1.0,head
h07_15_06,0.0,1.0,head
h07_15_07,0.0,1.0,head
h07_15_08,0.0,1.0,head
h07_15_09,0.0,1.0,head
h07_15_10,0.0,1.0,head
h07_15_11,0.0,1.0,head
h07_15_12,0.0,1.0,head
h07_15_13,0.0,1.0,head
h07_15_14,0.0,1.0,head
h07_15_15,0.0,1.0,head
h07_15_16,0.0,1.0,head
h07_15_17,0.0,1.0,head
h07_15_18,0.0,1.0,head
h07_15_19,0.0,1.0,head
h07_15_20,0.0,1.0,head
h07_15_21,0.0,1.0,head
h07_15_22,0.0,1.0,head
h07_15_23,0.0,1.0,head
h07_16_00,0.0,1.0,head
h07_16_01,0.0,1.0,head
h07_16_02,0.0,1.0,head
h07_16_03,0.0,1.0,head
h07_16_04,0.0,1.0,head
h07_16_05,0.0,1.0,head
h07_16_06,0.0,1.0,head
h07_16_07,0.0,1.0,head
h07_16_08,0.0,1.0,head
h07_16_09,0.0,1.0,head
h07_16_10,0.0,1.0,head
h07_16_11,0.0,1.0,head
h07_16_12,0.0,1.0,head
h07_16_13,0.0,1.0,head
h07_16_14,0.0,1.0,head
h07_16_15,0.0,1.0,head
h07_16_16,0.0,1.0,head
h07_16_17,0.0,1.0,head
h07_16_18,0.0,1.0,head
h07_16_19,0.0,1.0,head
h07_16_20,0.0,1.0,head
h07_16_21,0.0,1.0,head
h07_16_22,0.0,1.0,head
h07_16_23,0.0,1.0,head
h07_17_00,0.0,1.0,head
h07_17_01,0.0,1.0,head
h07_17_02,0.0,1.0,head
h07_17_03,0.0,1.0,head
h07_17_04,0.0,1.0,head
h07_17_05,0.0,1.0,head
h07_17_06,0.0,1.0,head
h07_17_07,0.0,1.0,head
h07_17_08,0.0,1.0,head
h07_17_09,0.0,1.0,head
h07_17_10,0.0,1.0,head
h07_17_11,0.0,1.0,head
h07_17_12,0.0,1.0,head
h07_17_13,0.0,1.0,head
h07_17_14,0.0,1.0,head
h07_17_15,0.0,1.0,head
h07_17_16,0.0,1.0,head
h07_17_17,0.0,1.0,head
h07_17_18,0.0,1.0,head
h07_17_19,0.0,1.0,head
h07_17_20,0.0,1.0,head
h07_17_21,0.0,1.0,head
h07_17_22,0.0,1.0,head
h07_17_23,0.0,1.0,head
h07_18_00,0.0,1.0,head
h07_18_01,0.0,1.0,head
h07_18_02,0.0,1.0,head
h07_18_03,0.0,1.0,head
h07_18_04,0.0,1.0,head
h07_18_05,0.0,1.0,head
h07_18_06,0.0,1.0,head
h07_18_07,0.0,1.0,head
h07_18_08,0.0,1.0,head
h07_18_09,0.0,1.0,head
h07_18_10,0.0,1.0,head
h07_18_11,0.0,1.0,head
h07_18_12,0.0,1.0,head
h07_18_13,0.0,1.0,head
h07_18_14,0.0,1.0,head
h07_18_15,0.0,1.0,head
h07_18_16,0.0,1.0,head
h07_18_17,0.0,1.0,head
h07_18_18,0.0,1.0,head
h07_18_19,0.0,1.0,head
h07_18_20,0.0,1.0,head
h07_18_21,0.0,1.0,head
h07_18_22,0.0,1.0,head
h07_18_23,0.0,1.0,head
h07_19_00,0.0,1.0,head
h07_19_01,0.0,1.0,head
h07_19_02,0.0,1.0,head
h07_19_03,0.0,1.0,head
h07_19_04,0.0,1.0,head
h07_19_05,0.0,1.0,head
h07_19_06,0.0,1.0,head
h07_19_07,0.0,1.0,head
h07_19_08,0.0,1.0,head
h07_19_09,0.0,1.0,head
h07_19_10,0.0,1.0,head
h07_19_11,0.0,1.0,head
h07_19_12,0.0,1.0,head
h07_19_13,0.0,1.0,head
h07_19_14,0.0,1.0,head
h07_19_15,0.0,1.0,head
h07_19_16,0.0,1.0,head
h07_19_17,0.0,1.0,head
h07_19_18,0.0,1.0,head
h07_19_19,0.0,1.0,head
h07_19_20,0.0,1.0,head
h07_19_21,0.0,1.0,head
h07_19_22,0.0,1.0,head
h07_19_23,0.0,1.0,head
h07_20_00,0.0,1.0,head
h07_20_01,0.0,1.0,head
h07_20_02,0.0,1.0,head
h07_20_03,0.0,1.0,head
h07_20_04,0.0,1.0,head
h07_20_05,0.0,1.0,head
h07_20_06,0.0,1.0,head
h07_20_07,0.0,1.0,head
h07_20_08,0.0,1.0,head
h07_20_09,0.0,1.0,head
h07_20_10,0.0,1.0,head
h07_20_11,0.0,1.0,head
h07_20_12,0.0,1.0,head
h07_20_13,0.0,1.0,head
h07_20_14,0.0,1.0,head
h07_20_15,0.0,1.0,head
h07_20_16,0.0,1.0,head
h07_20_17,0.0,1.0,head
h07_20_18,0.0,1.0,head
h07_20_19,0.0,1.0,head
h07_20_20,0.0,1.0,head
h07_20_21,0.0,1.0,head
h07_20_22,0.0,1.0,head
h07_20_23,0.0,1.0,head
h07_21_00,0.0,1.0,head
h07_21_01,0.0,1.0,head
h07_21_02,0.0,1.0,head
h07_21_03,0.0,1.0,head
h07_21_04,0.0,1.0,head
h07_21_05,0.0,1.0,head
h07_21_06,0.0,1.0,head
h07_21_07,0.0,1.0,head
h07_21_08,0.0,1.0,head
h07_21_09,0.0,1.0,head
h07_21_10,0.0,1.0,head
h07_21_11,0.0,1.0,head
h07_21_12,0.0,1.0,head
h07_21_13,0.0,1.0,head
h07_21_14,0.0,1.0,head
h07_21_15,0.0,1.0,head
h07_21_16,0.0,1.0,head
h07_21_17,0.0,1.0,head
h07_21_18,0.0,1.0,head
h07_21_19,0.0,1.0,head
h07_21_20,0.0,1.0,head
h07_21_21,0.0,1.0,head
h07_21_22,0.0,1.0,head
h07_21_23,0.0,1.0,head
h07_22_00,0.0,1.0,head
h07_22_01,0.0,1.0,head
h07_22_02,0.0,1.0,head
h07_22_03,0.0,1.0,head
h07_22_04,0.0,1.0,head
h07_22_05,0.0,1.0,head
h07_22_06,0.0,1.0,head
h07_22_07,0.0,1.0,head
h07_22_08,0.0,1.0,head
h07_22_09,0.0,1.0,head
h07_22_10,0.0,1.0,head
h07_22_11,0.0,1.0,head
h07_22_12,0.0,1.0,head
h07_22_13,0.0,1.0,head
h07_22_14,0.0,1.0,head
h07_22_15,0.0,1.0,head
h07_22_16,0.0,1.0,head
h07_22_17,0.0,1.0,head
h07_22_18,0.0,1.0,head
h07_22_19,0.0,1.0,head
h07_22_20,0.0,1.0,head
h07_22_21,0.0,1.0,head
h07_22_22,0.0,1.0,head
h07_22_23,0.0,1.0,head
h07_23_00,0.0,1.0,head
h07_23_01,0.0,1.0,head
h07_23_02,0.0,1.0,head
h07_23_03,0.0,1.0,head
h07_23_04,0.0,1.0,head
h07_23_05,0.0,1.0,head
h07_23_06,0.0,1.0,head
h07_23_07,0.0,1.0,head
h07_23_08,0.0,1.0,head
h07_23_09,0.0,1.0,head
h07_23_10,0.0,1.0,head
h07_23_11,0.0,1.0,head
h07_23_12,0.0,1.0,head
h07_23_13,0.0,1.0,head
h07_23_14,0.0,1.0,head
h07_23_15,0.0,1.0,head
h07_23_16,0.0,1.0,head
h07_23_17,0.0,1.0,head
h07_23_18,0.0,1.0,head
h07_23_19,0.0,1.0,head
h07_23_20,0.0,1.0,head
h07_23_21,0.0,1.0,head
h07_23_22,0.0,1.0,head
h07_23_23,0.0,1.0,head
h07_24_00,0.0,1.0,head
h07_24_01,0.0,1.0,head
h07_24_02,0.0,1.0,head
h07_24_03,0.0,1.0,head
h07_24_04,0.0,1.0,head
h07_24_05,0.0,1.0,head
h07_24_06,0.0,1.0,head
h07_24_07,0.0,1.0,head
h07_24_08,0.0,1.0,head
h07_24_09,0.0,1.0,head
h07_24_10,0.0,1.0,head
h07_24_11,0.0,1.0,head
h07_24_12,0.0,1.0,head
h07_24_13,0.0,1.0,head
h07_24_14,0.0,1.0,head
h07_24_15,0.0,1.0,head
h07_24_16,0.0,1.0,head
h07_24_17,0.0,1.0,head
h07_24_18,0.0,1.0,head
h07_24_19,0.0,1.0,head
h07_24_20,0.0,1.0,head
h07_24_21,0.0,1.0,head
h07_24_22,0.0,1.0,head
h07_24_23,0.0,1.0,head
h07_25_00,0.0,1.0,head
h07_25_01,0.0,1.0,head
h07_25_02,0.0,1.0,head
h07_25_03,0.0,1.0,head
h07_25_04,0.0,1.0,head
h07_25_05,0.0,1.0,head
h07_25_06,0.0,1.0,head
h07_25_07,0.0,1.0,head
h07_25_08,0.0,1.0,head
h07_25_09,0.0,1.0,head
h07_25_10,0.0,1.0,head
h07_25_11,0.0,1.0,head
h07_25_12,0.0,1.0,head
h07_25_13,0.0,1.0,head
h07_25_14,0.0,1.0,head
h07_25_15,0.0,1.0,head
h07_25_16,0.0,1.0,head
h07_25_17,0.0,1.0,head
h07_25_18,0.0,1.0,head
h07_25_19,0.0,1.0,head
h07_25_20,0.0,1.0,head
h07_25_21,0.0,1.0,head
h07_25_22,0.0,1.0,head
h07_25_23,0.0,1.0,head
h07_26_00,0.0,1.0,head
h07_26_01,0.0,1.0,head
h07_26_02,0.0,1.0,head
h07_26_03,0.0,1.0,head
h07_26_04,0.0,1.0,head
h07_26_05,0.0,1.0,head
h07_26_06,0.0,1.0,head
h07_26_07,0.0,1.0,head
h07_26_08,0.0,1.0,head
h07_26_09,0.0,1.0,head
h07_26_10,0.0,1.0,head
h07_26_11,0.0,1.0,head
h07_26_12,0.0,1.0,head
h07_26_13,0.0,1.0,head
h07_26_14,0.0,1.0,head
h07_26_15,0.0,1.0,head
h07_26_16,0.0,1.0,head
h07_26_17,0.0,1.0,head
h07_26_18,0.0,1.0,head
h07_26_19,0.0,1.0,head
h07_26_20,0.0,1.0,head
h07_26_21,0.0,1.0,head
h07_26_22,0.0,1.0,head
h07_26_23,0.0,1.0,head
h07_27_00,0.0,1.0,head
h07_27_01,0.0,1.0,head
h07_27_02,0.0,1.0,head
h07_27_03,0.0,1.0,head
h07_27_04,0.0,1.0,head
h07_27_05,0.0,1.0,head
h07_27_06,0.0,1.0,head
h07_27_07,0.0,1.0,head
h07_27_08,0.0,1.0,head
h07_27_09,0.0,1.0,head
h07_27_10,0.0,1.0,head
h07_27_11,0.0,1.0,head
h07_27_12,0.0,1.0,head
h07_27_13,0.0,1.0,head
h07_27_14,0.0,1.0,head
h07_27_15,0.0,1.0,head
h07_27_16,0.0,1.0,head
h07_27_17,0.0,1.0,head
h07_27_18,0.0,1.0,head
h07_27_19,0.0,1.0,head
h07_27_20,0.0,1.0,head
h07_27_21,0.0,1.0,head
h07_27_22,0.0,1.0,head
h07_27_23,0.0,1.0,head
h07_28_00,0.0,1.0,head
h07_28_01,0.0,1.0,head
h07_28_02,0.0,1.0,head
h07_28_03,0.0,1.0,head
h07_28_04,0.0,1.0,head
h07_28_05,0.0,1.0,head
h07_28_06,0.0,1.0,head
h07_28_07,0.0,1.0,head
h07_28_08,0.0,1.0,head
h07_28_09,0.0,1.0,head
h07_28_10,0.0,1.0,head
h07_28_11,0.0,1.0,head
h07_28_12,0.0,1.0,head
h07_28_13,0.0,1.0,head
h07_28_14,0.0,1.0,head
h07_28_15,0.0,1.0,head
h07_28_16,0.0,1.0,head
h07_28_17,0.0,1.0,head
h07_28_18,0.0,1.0,head
h07_28_19,0.0,1.0,head
h07_28_20,0.0,1.0,head
h07_28_21,0.0,1.0,head
h07_28_22,0.0,1.0,head
h07_28_23,0.0,1.0,head
h07_29_00,0.0,1.0,head
h07_29_01,0.0,1.0,head
h07_29_02,0.0,1.0,head
h07_29_03,0.0,1.0,head
h07_29_04,0.0,1.0,head
h07_29_05,0.0,1.0,head
h07_29_06,0.0,1.0,head
h07_29_07,0.0,1.0,head
h07_29_08,0.0,1.0,head
h07_29_09,0.0,1.0,head
h07_29_10,0.0,1.0,head
h07_29_11,0.0,1.0,head
h07_29_12,0.0,1.0,head
h07_29_13,0.0,1.0,head
h07_29_14,0.0,1.0,head
h07_29_15,0.0,1.0,head
h07_29_16,0.0,1.0,head
h07_29_17,0.0,1.0,head
h07_29_18,0.0,1.0,head
h07_29_19,0.0,1.0,head
h07_29_20,0.0,1.0,head
h07_29_21,0.0,1.0,head
h07_29_22,0.0,1.0,head
h07_29_23,0.0,1.0,head
h08_00_00,0.0,1.0,head
h08_00_01,0.0,1.0,head
h08_00_02,0.0,1.0,head
h08_00_03,0.0,1.0,head
h08_00_04,0.0,1.0,head
h08_00_05,0.0,1.0,head
h08_00_06,0.0,1.0,head
h08_00_07,0.0,1.0,head
h08_00_08,0.0,1.0,head
h08_00_09,0.0,1.0,head
h08_00_10,0.0,1.0,head
h08_00_11,0.0,1.0,head
h08_00_12,0.0,1.0,head
h08_00_13,0.0,1.0,head
h08_00_14,0.0,1.0,head
h08_00_15,0.0,1.0,head
h08_00_16,0.0,1.0,head
h08_00_17,0.0,1.0,head
h08_00_18,0.0,1.0,head
h08_00_19,0.0,1.0,head
h08_00_20,0.0,1.0,head
h08_00_21,0.0,1.0,head
h08_00_22,0.0,1.0,head
h08_00_23,0.0,1.0,head
h08_01_00,0.0,1.0,head
h08_01_01,0.0,1.0,head
h08_01_02,0.0,1.0,head
h08_01_03,0.0,1.0,head
h08_01_04,0.0,1.0,head
h08_01_05,0.0,1.0,head
h08_01_06,0.0,1.0,head
h08_01_07,0.0,1.0,head
h08_01_08,0.0,1.0,head
h08_01_09,0.0,1.0,head
h08_01_10,0.0,1.0,head
h08_01_11,0.0,1.0,head
h08_01_12,0.0,1.0,head
h08_01_13,0.0,1.0,head
h08_01_14,0.0,1.0,head
h08_01_15,0.0,1.0,head
h08_01_16,0.0,1.0,head
h08_01_17,0.0,1.0,head
h08_01_18,0.0,1.0,head
h08_01_19,0.0,1.0,head
h08_01_20,0.0,1.0,head
h08_01_21,0.0,1.0,head
h08_01_22,0.0,1.0,head
h08_01_23,0.0,1.0,head
h08_02_00,0.0,1.0,head
h08_02_01,0.0,1.0,head
h08_02_02,0.0,1.0,head
h08_02_03,0.0,1.0,head
h08_02_04,0.0,1.0,head
h08_02_05,0.0,1.0,head
h08_02_06,0.0,1.0,head
h08_02_07,0.0,1.0,head
h08_02_08,0.0,1.0,head
h08_02_09,0.0,1.0,head
h08_02_10,0.0,1.0,head
h08_02_11,0.0,1.0,head
h08_02_12,0.0,1.0,head
h08_02_13,0.0,1.0,head
h08_02_14,0.0,1.0,head
h08_02_15,0.0,1.0,head
h08_02_16,0.0,1.0,head
h08_02_17,0.0,1.0,head
h08_02_18,0.0,1.0,head
h08_02_19,0.0,1.0,head
h08_02_20,0.0,1.0,head
h08_02_21,0.0,1.0,head
h08_02_22,0.0,1.0,head
h08_02_23,0.0,1.0,head
h08_03_00,0.0,1.0,head
h08_03_01,0.0,1.0,head
h08_03_02,0.0,1.0,head
h08_03_03,0.0,1.0,head
h08_03_04,0.0,1.0,head
h08_03_05,0.0,1.0,head
h08_03_06,0.0,1.0,head
h08_03_07,0.0,1.0,head
h08_03_08,0.0,1.0,head
h08_03_09,0.0,1.0,head
h08_03_10,0.0,1.0,head
h08_03_11,0.0,1.0,head
h08_03_12,0.0,1.0,head
h08_03_13,0.0,1.0,head
h08_03_14,0.0,1.0,head
h08_03_15,0.0,1.0,head
h08_03_16,0.0,1.0,head
h08_03_17,0.0,1.0,head
h08_03_18,0.0,1.0,head
h08_03_19,0.0,1.0,head
h08_03_20,0.0,1.0,head
h08_03_21,0.0,1.0,head
h08_03_22,0.0,1.0,head
h08_03_23,0.0,1.0,head
h08_04_00,0.0,1.0,head
h08_04_01,0.0,1.0,head
h08_04_02,0.0,1.0,head
h08_04_03,0.0,1.0,head
h08_04_04,0.0,1.0,head
h08_04_05,0.0,1.0,head
h08_04_06,0.0,1.0,head
h08_04_07,0.0,1.0,head
h08_04_08,0.0,1.0,head
h08_04_09,0.0,1.0,head
h08_04_10,0.0,1.0,head
h08_04_11,0.0,1.0,head
h08_04_12,0.0,1.0,head
h08_04_13,0.0,1.0,head
h08_04_14,0.0,1.0,head
h08_04_15,0.0,1.0,head
h08_04_16,0.0,1.0,head
h08_04_17,0.0,1.0,head
h08_04_18,0.0,1.0,head
h08_04_19,0.0,1.0,head
h08_04_20,0.0,1.0,head
h08_04_21,0.0,1.0,head
h08_04_22,0.0,1.0,head
h08_04_23,0.0,1.0,head
h08_05_00,0.0,1.0,head
h08_05_01,0.0,1.0,head
h08_05_02,0.0,1.0,head
h08_05_03,0.0,1.0,head
h08_05_04,0.0,1.0,head
h08_05_05,0.0,1.0,head
h08_05_06,0.0,1.0,head
h08_05_07,0.0,1.0,head
h08_05_08,0.0,1.0,head
h08_05_09,0.0,1.0,head
h08_05_10,0.0,1.0,head
h08_05_11,0.0,1.0,head
h08_05_12,0.0,1.0,head
h08_05_13,0.0,1.0,head
h08_05_14,0.0,1.0,head
h08_05_15,0.0,1.0,head
h08_05_16,0.0,1.0,head
h08_05_17,0.0,1.0,head
h08_05_18,0.0,1.0,head
h08_05_19,0.0,1.0,head
h08_05_20,0.0,1.0,head
h08_05_21,0.0,1.0,head
h08_05_22,0.0,1.0,head
h08_05_23,0.0,1.0,head
h08_06_00,0.0,1.0,head
h08_06_01,0.0,1.0,head
h08_06_02,0.0,1.0,head
h08_06_03,0.0,1.0,head
h08_06_04,0.0,1.0,head
h08_06_05,0.0,1.0,head
h08_06_06,0.0,1.0,head
h08_06_07,0.0,1.0,head
h08_06_08,0.0,1.0,head
h08_06_09,0.0,1.0,head
h08_06_10,0.0,1.0,head
h08_06_11,0.0,1.0,head
h08_06_12,0.0,1.0,head
h08_06_13,0.0,1.0,head
h08_06_14,0.0,1.0,head
h08_06_15,0.0,1.0,head
h08_06_16,0.0,1.0,head
h08_06_17,0.0,1.0,head
h08_06_18,0.0,1.0,head
h08_06_19,0.0,1.0,head
h08_06_20,0.0,1.0,head
h08_06_21,0.0,1.0,head
h08_06_22,0.0,1.0,head
h08_06_23,0.0,1.0,head
h08_07_00,0.0,1.0,head
h08_07_01,0.0,1.0,head
h08_07_02,0.0,1.0,head
h08_07_03,0.0,1.0,head
h08_07_04,0.0,1.0,head
h08_07_05,0.0,1.0,head
h08_07_06,0.0,1.0,head
h08_07_07,0.0,1.0,head
h08_07_08,0.0,1.0,head
h08_07_09,0.0,1.0,head
h08_07_10,0.0,1.0,head
h08_07_11,0.0,1.0,head
h08_07_12,0.0,1.0,head
h08_07_13,0.0,1.0,head
h08_07_14,0.0,1.0,head
h08_07_15,0.0,1.0,head
h08_07_16,0.0,1.0,head
h08_07_17,0.0,1.0,head
h08_07_18,0.0,1.0,head
h08_07_19,0.0,1.0,head
h08_07_20,0.0,1.0,head
h08_07_21,0.0,1.0,head
h08_07_22,0.0,1.0,head
h08_07_23,0.0,1.0,head
h08_08_00,0.0,1.0,head
h08_08_01,0.0,1.0,head
h08_08_02,0.0,1.0,head
h08_08_03,0.0,1.0,head
h08_08_04,0.0,1.0,head
h08_08_05,0.0,1.0,head
h08_08_06,0.0,1.0,head
h08_08_07,0.0,1.0,head
